Tree,DepthIndex,Feature,Threshold
229,1,By_gse,-2.043544292449951
229,2,mean_integrated_flux_s11_mod,104651648.0
229,3,alpha_bulk_speed,387.9731750488281
229,4,proton_yvelocity,13.161384582519531
229,5,Bz_gse,3.9672679901123047
230,0,proton_xvelocity,-329.1539611816406
230,1,alpha_density,0.10518652200698853
230,2,By_gse,-2.043544292449951
230,3,proton_xvelocity,-386.059326171875
230,4,proton_yvelocity,10.377899169921875
230,5,Bz_gse,3.4166345596313477
231,0,By_gse,-5.514308452606201
231,1,mean_integrated_flux_s11_mod,107494744.0
231,2,proton_yvelocity,13.161384582519531
231,3,Bz_gsm,2.560183048248291
231,4,By_gsm,-3.560251235961914
231,5,Temp,48.09265899658203
232,0,alpha_thermal,62.55860137939453
232,1,alpha_density,0.03512703254818916
232,2,Bz_gsm,-4.4196577072143555
232,3,Bx_gse,0.6772069334983826
232,4,mean_integrated_flux_s9_mod,21725104.0
232,5,mean_integrated_flux_s15_mod,7213047.0
233,0,alpha_thermal,63.477439880371094
233,1,alpha_density,0.03512703254818916
233,2,alpha_bulk_speed,418.37249755859375
233,3,mean_integrated_flux_s19_mod,67643168.0
233,4,mean_integrated_flux_s9_mod,22495524.0
233,5,Bz_gsm,-5.277235984802246
234,0,alpha_density,0.10357742011547089
234,1,Bz_gse,2.729550361633301
234,2,alpha_bulk_speed,353.91461181640625
234,3,By_gse,-1.7058990001678467
234,4,Speed_bulk_proton,384.38055419921875
234,5,Bx_gsm,0.8111001253128052
235,0,proton_xvelocity,-329.1539611816406
235,1,Temp,41.27132797241211
235,2,proton_xvelocity,-358.9875183105469
235,3,By_gse,8.274251937866211
235,4,mean_integrated_flux_s16_mod,21376710.0
235,5,Density,4.372459411621094
236,0,Bz_gsm,9.798980712890625
236,1,proton_yvelocity,4.283868312835693
236,2,Temp,47.914188385009766
236,3,By_gsm,-0.7597112655639648
236,4,By_gse,-6.116243362426758
236,5,proton_xvelocity,-386.059326171875
237,0,By_gse,-6.039004325866699
237,1,By_gsm,-8.812076568603516
237,2,By_gsm,-6.03435754776001
237,3,mean_integrated_flux_s11_mod,111456640.0
237,4,proton_xvelocity,-370.69866943359375
237,5,proton_yvelocity,14.566909790039062
238,0,By_gse,-5.959184646606445
238,1,mean_integrated_flux_s11_mod,109418688.0
238,2,proton_yvelocity,17.715465545654297
238,3,Speed_bulk_proton,369.4625244140625
238,4,proton_zvelocity,8.529068946838379
238,5,Bz_gse,2.607006072998047
239,0,Bx_gsm,2.9218783378601074
239,1,Density,1.7346491813659668
239,2,alpha_density,0.03656671941280365
239,3,proton_yvelocity,10.968090057373047
239,4,mean_integrated_flux_s9_mod,33460994.0
239,5,By_gse,2.5241799354553223
240,0,mean_integrated_flux_s16_mod,144408912.0
240,1,proton_xvelocity,-329.1539611816406
240,2,alpha_thermal,28.715763092041016
240,3,alpha_thermal,67.67340087890625
240,4,alpha_density,0.045515768229961395
240,5,By_gse,3.0581817626953125
241,0,By_gse,-6.116243362426758
241,1,By_gsm,-8.812076568603516
241,2,Temp,60.00402069091797
241,3,Bz_gsm,4.745882511138916
241,4,mean_integrated_flux_s11_mod,26104992.0
241,5,alpha_density,0.08281812816858292
242,0,By_gsm,-5.610078811645508
242,1,By_gse,-5.587822914123535
242,2,mean_integrated_flux_s11_mod,114409624.0
242,3,proton_yvelocity,17.715465545654297
242,4,proton_yvelocity,1.1743862628936768
242,5,alpha_density,0.10438975691795349
243,0,mean_integrated_flux_s9_mod,3279858.0
243,1,mean_integrated_flux_s10_mod,86692656.0
243,2,proton_zvelocity,-45.06708908081055
243,3,proton_yvelocity,0.044813141226768494
243,4,Bx_gse,2.0028891563415527
243,5,proton_xvelocity,-397.6598815917969
244,0,proton_xvelocity,-329.1539611816406
244,1,proton_xvelocity,-362.5007629394531
244,2,mean_integrated_flux_s11_mod,77208512.0
244,3,Temp,43.521156311035156
244,4,proton_yvelocity,2.530148506164551
244,5,Density,4.486547946929932
245,0,By_gse,-6.195230484008789
245,1,By_gsm,-8.376901626586914
245,2,Temp,61.93096160888672
245,3,alpha_thermal,49.40111541748047
245,4,proton_yvelocity,5.236917972564697
245,5,By_gse,2.13510799407959
246,0,By_gse,-5.7371625900268555
246,1,mean_integrated_flux_s11_mod,105518848.0
246,2,proton_yvelocity,16.30007553100586
246,3,alpha_density,0.10518652200698853
246,4,proton_yvelocity,2.0702624320983887
246,5,Speed_bulk_proton,363.9822692871094
247,0,mean_integrated_flux_s11_mod,10733162.0
247,1,mean_integrated_flux_s10_mod,86692656.0
247,2,By_gse,-5.814563751220703
247,3,alpha_bulk_speed,351.38275146484375
247,4,proton_yvelocity,1.475179672241211
247,5,Bz_gsm,-6.2155609130859375
248,0,Bx_gse,3.091336250305176
248,1,Density,1.6601907014846802
248,2,Speed_bulk_proton,403.7656555175781
248,3,mean_integrated_flux_s10_mod,68593656.0
248,4,alpha_density,0.0320809967815876
248,5,Bz_gse,3.4836196899414062
249,0,proton_zvelocity,45.765708923339844
249,1,proton_xvelocity,-322.56439208984375
249,2,Temp,43.918087005615234
249,3,proton_yvelocity,4.135102272033691
249,4,mean_integrated_flux_s9_mod,10683450.0
249,5,mean_integrated_flux_s16_mod,17235068.0
250,0,proton_yvelocity,6.803744792938232
250,1,mean_integrated_flux_s9_mod,12167052.0
250,2,alpha_density,0.21239350736141205
250,3,Speed_bulk_proton,354.64208984375
250,4,By_gse,3.326151132583618
250,5,mean_integrated_flux_s19_mod,38147872.0
251,0,Speed_bulk_proton,323.45513916015625
251,1,Bx_gsm,2.8142929077148438
251,2,proton_xvelocity,-404.74859619140625
251,3,mean_integrated_flux_s9_mod,30089180.0
251,4,By_gse,6.3045148849487305
251,5,alpha_density,0.08059301972389221
252,0,mean_integrated_flux_s9_mod,2455474.0
252,1,By_gse,-5.7371625900268555
252,2,alpha_density,0.2154514491558075
252,3,proton_yvelocity,7.439123153686523
252,4,By_gsm,0.07654854655265808
252,5,proton_xvelocity,-363.2369384765625
253,0,Temp,81.76127624511719
253,1,alpha_bulk_speed,524.384521484375
253,2,alpha_thermal,62.55860137939453
253,3,By_gse,-0.29871565103530884
253,4,alpha_density,0.06385169178247452
253,5,mean_integrated_flux_s11_mod,86314968.0
254,0,alpha_density,0.09119031578302383
254,1,By_gse,-2.2101707458496094
254,2,mean_integrated_flux_s11_mod,111456640.0
254,3,proton_yvelocity,14.566909790039062
254,4,Speed_bulk_proton,372.3377685546875
254,5,mean_integrated_flux_s19_mod,45162136.0
255,0,alpha_density,0.09260742366313934
255,1,By_gse,-1.9591339826583862
255,2,mean_integrated_flux_s11_mod,107494744.0
255,3,Bx_gsm,3.1486454010009766
255,4,mean_integrated_flux_s11_mod,40441008.0
255,5,proton_xvelocity,-366.12103271484375
256,0,By_gse,-6.116243362426758
256,1,By_gsm,-8.812076568603516
256,2,Temp,60.97062683105469
256,3,alpha_thermal,46.496055603027344
256,4,alpha_bulk_speed,387.9731750488281
256,5,mean_integrated_flux_s11_mod,119611520.0
257,0,By_gse,-6.283583164215088
257,1,By_gsm,-8.812076568603516
257,2,Bz_gsm,5.878535270690918
257,3,proton_zvelocity,-32.38768005371094
257,4,proton_xvelocity,-379.06903076171875
257,5,By_gse,-2.9840919971466064
258,0,By_gse,-6.715968132019043
258,1,By_gse,-8.718490600585938
258,2,alpha_thermal,60.99513244628906
258,3,Bz_gse,3.8333239555358887
258,4,alpha_density,0.07624399662017822
258,5,mean_integrated_flux_s11_mod,27544196.0
259,0,alpha_density,0.09260742366313934
259,1,By_gse,-1.7058990001678467
259,2,mean_integrated_flux_s11_mod,111456640.0
259,3,proton_yvelocity,16.013992309570312
259,4,proton_yvelocity,-0.9474215507507324
259,5,mean_integrated_flux_s17_mod,98115048.0
260,0,proton_zvelocity,49.63959503173828
260,1,alpha_density,0.02783474326133728
260,2,alpha_bulk_speed,410.40032958984375
260,3,alpha_bulk_speed,390.4847412109375
260,4,Bx_gsm,-1.5742733478546143
260,5,By_gsm,0.224246084690094
261,0,Bx_gse,3.035618782043457
261,1,Density,1.696913480758667
261,2,proton_yvelocity,7.566741943359375
261,3,alpha_thermal,46.72683334350586
261,4,alpha_bulk_speed,388.38702392578125
261,5,mean_integrated_flux_s19_mod,29864664.0
262,0,proton_yvelocity,7.566741943359375
262,1,mean_integrated_flux_s9_mod,15999678.0
262,2,alpha_bulk_speed,353.041748046875
262,3,Bx_gse,2.140533208847046
262,4,By_gsm,-1.8915082216262817
262,5,proton_xvelocity,-367.5121765136719
263,0,mean_integrated_flux_s10_mod,24507136.0
263,1,proton_yvelocity,6.158382415771484
263,2,proton_xvelocity,-350.19964599609375
263,3,mean_integrated_flux_s19_mod,57403520.0
263,4,Bz_gsm,-3.108941078186035
263,5,mean_integrated_flux_s9_mod,18287386.0
264,0,By_gsm,-5.861532211303711
264,1,alpha_density,0.2091314196586609
264,2,mean_integrated_flux_s11_mod,50694104.0
264,3,proton_yvelocity,6.41792106628418
264,4,mean_integrated_flux_s9_mod,12519240.0
264,5,proton_xvelocity,-363.9822692871094
265,0,proton_yvelocity,5.236917972564697
265,1,Speed_bulk_proton,350.19866943359375
265,2,mean_integrated_flux_s9_mod,12167052.0
265,3,Bz_gse,3.621048927307129
265,4,alpha_density,0.20589804649353027
265,5,proton_zvelocity,1.1002197265625
266,0,proton_xvelocity,-321.607177734375
266,1,Temp,44.495513916015625
266,2,proton_xvelocity,-363.2369384765625
266,3,mean_integrated_flux_s11_mod,67595704.0
266,4,By_gsm,8.095230102539062
266,5,proton_yvelocity,-0.9474215507507324
267,0,By_gse,-6.195230484008789
267,1,Temp,60.00402069091797
267,2,alpha_density,0.21239350736141205
267,3,Bx_gse,-1.5742733478546143
267,4,mean_integrated_flux_s11_mod,57431544.0
267,5,proton_yvelocity,8.937532424926758
268,0,proton_yvelocity,5.632697582244873
268,1,Temp,48.09265899658203
268,2,alpha_density,0.03983311727643013
268,3,proton_xvelocity,-412.9660949707031
268,4,mean_integrated_flux_s11_mod,25387240.0
268,5,mean_integrated_flux_mod,25671038.0
269,0,mean_integrated_flux_s15_mod,33412040.0
269,1,Speed_bulk_proton,327.65142822265625
269,2,alpha_density,0.09713753312826157
269,3,By_gse,-2.620673894882202
269,4,mean_integrated_flux_s11_mod,105518848.0
269,5,proton_yvelocity,13.03382682800293
270,0,Speed_bulk_proton,329.87261962890625
270,1,By_gsm,-5.30943489074707
270,2,mean_integrated_flux_s11_mod,119611520.0
270,3,Temp,58.164512634277344
270,4,Speed_bulk_proton,378.2130126953125
270,5,Bz_gsm,1.5382351875305176
271,0,By_gse,-6.283583164215088
271,1,alpha_bulk_speed,536.4273681640625
271,2,Temp,77.85111999511719
271,3,Bx_gsm,4.712010383605957
271,4,mean_integrated_flux_s11_mod,49442224.0
271,5,Speed_bulk_proton,370.6983337402344
272,0,By_gse,-6.391762733459473
272,1,alpha_density,0.19667939841747284
272,2,mean_integrated_flux_s11_mod,45283900.0
272,3,proton_yvelocity,5.366798400878906
272,4,proton_xvelocity,-347.71319580078125
272,5,Bz_gsm,1.4348671436309814
273,0,Temp,46.79655456542969
273,1,mean_integrated_flux_s16_mod,43761320.0
273,2,Bz_gsm,7.109663963317871
273,3,By_gse,-6.039004325866699
273,4,proton_yvelocity,8.572885513305664
273,5,mean_integrated_flux_s11_mod,179484592.0
274,0,By_gse,-6.116243362426758
274,1,mean_integrated_flux_s11_mod,114409624.0
274,2,mean_integrated_flux_s11_mod,50101344.0
274,3,Bx_gsm,4.606810092926025
274,4,Speed_bulk_proton,367.51141357421875
274,5,proton_yvelocity,15.077557563781738
275,0,alpha_density,0.028706144541502
275,1,alpha_thermal,61.88523864746094
275,2,Temp,77.17143249511719
275,3,mean_integrated_flux_s19_mod,62427884.0
275,4,alpha_bulk_speed,411.673583984375
275,5,mean_integrated_flux_s9_mod,15114311.0
276,0,proton_yvelocity,4.432565689086914
276,1,Temp,47.35822296142578
276,2,mean_integrated_flux_s9_mod,9901401.0
276,3,alpha_bulk_speed,350.639892578125
276,4,mean_integrated_flux_s16_mod,19927992.0
276,5,Bz_gsm,2.3354525566101074
277,0,alpha_bulk_speed,548.2373657226562
277,1,alpha_thermal,67.67340087890625
277,2,Speed_bulk_proton,436.38433837890625
277,3,Temp,77.85111999511719
277,4,alpha_density,0.029568267986178398
277,5,mean_integrated_flux_s9_mod,26784588.0
278,0,Bx_gse,2.9218783378601074
278,1,Speed_bulk_proton,399.9624328613281
278,2,mean_integrated_flux_s11_mod,51899672.0
278,3,Density,1.454210877418518
278,4,proton_zvelocity,14.590532302856445
278,5,proton_yvelocity,10.727437973022461
279,0,Speed_bulk_proton,329.1533508300781
279,1,Bx_gse,-4.420320510864258
279,2,alpha_density,0.09875427186489105
279,3,By_gse,-1.5302934646606445
279,4,alpha_bulk_speed,390.4847412109375
279,5,Bz_gse,-5.517897129058838
280,0,By_gse,-6.595842361450195
280,1,By_gsm,-7.659086227416992
280,2,mean_integrated_flux_s11_mod,50101344.0
280,3,Speed_bulk_proton,364.6994323730469
280,4,proton_yvelocity,3.705376148223877
280,5,mean_integrated_flux_s9_mod,19901408.0
281,0,Speed_bulk_proton,324.3674621582031
281,1,By_gse,-5.888144016265869
281,2,By_gsm,-8.5842866897583
281,3,By_gsm,-0.8291885852813721
281,4,proton_yvelocity,0.7009353637695312
281,5,alpha_bulk_speed,371.8993835449219
282,0,By_gse,-5.7371625900268555
282,1,mean_integrated_flux_s11_mod,118547584.0
282,2,proton_yvelocity,16.597476959228516
282,3,alpha_density,0.09954746812582016
282,4,proton_yvelocity,1.475179672241211
282,5,Bz_gsm,3.1099772453308105
283,0,By_gse,-6.039004325866699
283,1,mean_integrated_flux_s11_mod,122836248.0
283,2,mean_integrated_flux_s11_mod,48250052.0
283,3,proton_yvelocity,-0.11788049340248108
283,4,alpha_bulk_speed,357.52081298828125
283,5,alpha_density,0.10869543999433517
284,0,By_gse,-5.587822914123535
284,1,mean_integrated_flux_s11_mod,118547584.0
284,2,Temp,60.47056579589844
284,3,Bx_gsm,3.5134496688842773
284,4,mean_integrated_flux_s17_mod,128249192.0
284,5,alpha_bulk_speed,390.95184326171875
285,0,mean_integrated_flux_s11_mod,5277371.0
285,1,mean_integrated_flux_s10_mod,75022200.0
285,2,proton_xvelocity,-531.2929077148438
285,3,mean_integrated_flux_s19_mod,83513872.0
285,4,proton_yvelocity,14.820377349853516
285,5,Bx_gse,-4.638647079467773
286,0,By_gsm,8.095230102539062
286,1,Speed_bulk_proton,368.1624755859375
286,2,alpha_bulk_speed,391.8269348144531
286,3,mean_integrated_flux_s11_mod,23159456.0
286,4,Temp,44.11731719970703
286,5,alpha_bulk_speed,410.40032958984375
287,0,Bx_gse,2.5696921348571777
287,1,Speed_bulk_proton,403.269287109375
287,2,mean_integrated_flux_s10_mod,85021240.0
287,3,By_gsm,-0.6874653100967407
287,4,alpha_bulk_speed,389.2252197265625
287,5,proton_yvelocity,11.836616516113281
288,0,Speed_bulk_proton,327.65142822265625
288,1,proton_yvelocity,7.697873115539551
288,2,Temp,46.4185676574707
288,3,mean_integrated_flux_s9_mod,14183496.0
288,4,alpha_density,0.24080176651477814
288,5,Bx_gsm,1.8225436210632324
289,0,By_gse,-6.039004325866699
289,1,Temp,61.44540786743164
289,2,mean_integrated_flux_s11_mod,105518848.0
289,3,Density,4.6031599044799805
289,4,Bx_gse,3.9680185317993164
289,5,mean_integrated_flux_s19_mod,30470008.0
290,0,By_gse,-6.283583164215088
290,1,Temp,60.723228454589844
290,2,alpha_thermal,44.19157791137695
290,3,proton_yvelocity,-0.11788049340248108
290,4,By_gsm,-0.23058238625526428
290,5,Bx_gse,2.140533208847046
291,0,By_gsm,7.931509017944336
291,1,Density,4.53135871887207
291,2,Bx_gse,-1.1359922885894775
291,3,mean_integrated_flux_s11_mod,108462224.0
291,4,proton_yvelocity,10.130575180053711
291,5,alpha_bulk_speed,379.51123046875
292,0,Bx_gse,3.035618782043457
292,1,proton_xvelocity,-400.9053955078125
292,2,alpha_bulk_speed,408.06451416015625
292,3,mean_integrated_flux_s11_mod,24687612.0
292,4,proton_zvelocity,10.982925415039062
292,5,mean_integrated_flux_s9_mod,17171804.0
293,0,Bx_gsm,2.975757122039795
293,1,proton_xvelocity,-402.79376220703125
293,2,alpha_bulk_speed,409.1983642578125
293,3,By_gse,6.3045148849487305
293,4,Bx_gsm,-1.1359922885894775
293,5,alpha_bulk_speed,390.053466796875
294,0,Speed_bulk_proton,328.4191589355469
294,1,By_gse,-6.283583164215088
294,2,proton_yvelocity,0.044813141226768494
294,3,alpha_thermal,45.13098907470703
294,4,By_gsm,-0.39162135124206543
294,5,mean_integrated_flux_s18_mod,166820672.0
295,0,Bx_gse,3.091336250305176
295,1,mean_integrated_flux_s11_mod,29616044.0
295,2,proton_yvelocity,8.814212799072266
295,3,Speed_bulk_proton,349.4426574707031
295,4,mean_integrated_flux_s10_mod,79903824.0
295,5,Bz_gsm,-4.352746963500977
296,0,By_gse,-6.195230484008789
296,1,By_gsm,-0.47155290842056274
296,2,proton_yvelocity,3.991206169128418
296,3,Bx_gse,0.2901814579963684
296,4,alpha_thermal,47.577537536621094
296,5,mean_integrated_flux_s19_mod,38532812.0
297,0,alpha_density,0.024978211149573326
297,1,Bz_gse,-2.780773401260376
297,2,Bx_gsm,0.46369555592536926
297,3,By_gsm,2.5274767875671387
297,4,proton_xvelocity,-386.99700927734375
297,5,Density,2.7543015480041504
298,0,By_gse,-6.195230484008789
298,1,By_gsm,-8.5842866897583
298,2,mean_integrated_flux_s9_mod,49681492.0
298,3,Bx_gsm,3.882270336151123
298,4,mean_integrated_flux_s15_mod,10469149.0
298,5,Temp,58.858802795410156
299,0,alpha_bulk_speed,536.4273681640625
299,1,alpha_density,0.05290853977203369
299,2,By_gsm,4.040345191955566
299,3,Temp,48.82890319824219
299,4,Bz_gse,-3.6204633712768555
299,5,proton_zvelocity,-46.223968505859375
300,0,By_gse,-5.587822914123535
300,1,By_gsm,-5.2448272705078125
300,2,mean_integrated_flux_s11_mod,121760792.0
300,3,proton_yvelocity,16.75339698791504
300,4,Speed_bulk_proton,357.57421875
300,5,proton_yvelocity,0.3803948163986206
301,0,Bx_gse,-4.285010814666748
301,1,alpha_bulk_speed,409.7994384765625
301,2,alpha_density,0.030457576736807823
301,3,mean_integrated_flux_s19_mod,87201632.0
301,4,mean_integrated_flux_s9_mod,21458124.0
301,5,alpha_thermal,69.34226989746094
302,0,alpha_bulk_speed,536.4273681640625
302,1,alpha_density,0.0933341234922409
302,2,By_gse,0.5815025568008423
302,3,Bx_gse,3.446981906890869
302,4,Speed_bulk_proton,390.7718505859375
302,5,proton_yvelocity,2.813633918762207
303,0,alpha_density,0.09792891144752502
303,1,By_gse,-1.7058990001678467
303,2,mean_integrated_flux_s11_mod,105518848.0
303,3,Bx_gsm,3.035618782043457
303,4,proton_yvelocity,13.786365509033203
303,5,proton_xvelocity,-379.9578857421875
304,0,proton_yvelocity,4.834199905395508
304,1,Speed_bulk_proton,348.5804443359375
304,2,proton_yvelocity,15.749078750610352
304,3,mean_integrated_flux_s16_mod,19467356.0
304,4,alpha_thermal,41.51786804199219
304,5,By_gse,-4.174182415008545
305,0,Speed_bulk_proton,521.4697265625
305,1,Temp,75.91583251953125
305,2,alpha_thermal,65.13058471679688
305,3,mean_integrated_flux_s9_mod,14811611.0
305,4,Bz_gse,2.5479302406311035
305,5,proton_zvelocity,16.746383666992188
306,0,By_gse,-6.283583164215088
306,1,By_gsm,-8.5842866897583
306,2,alpha_density,0.030457576736807823
306,3,mean_integrated_flux_s19_mod,88521992.0
306,4,alpha_bulk_speed,415.74993896484375
306,5,mean_integrated_flux_s10_mod,112920552.0
307,0,alpha_bulk_speed,502.89111328125
307,1,Temp,81.76127624511719
307,2,alpha_density,0.09119031578302383
307,3,By_gse,-1.9591339826583862
307,4,Bx_gse,2.9218783378601074
307,5,alpha_bulk_speed,388.38702392578125
308,0,alpha_density,0.09954746812582016
308,1,By_gse,-0.29871565103530884
308,2,mean_integrated_flux_s11_mod,108462224.0
308,3,proton_yvelocity,10.610390663146973
308,4,Bz_gsm,6.9614057540893555
308,5,proton_xvelocity,-386.059326171875
309,0,Bx_gsm,-4.881629943847656
309,1,alpha_bulk_speed,408.63677978515625
309,2,alpha_density,0.030457576736807823
309,3,Density,2.492032051086426
309,4,proton_zvelocity,22.616600036621094
309,5,Bz_gse,3.2246716022491455
310,0,Speed_bulk_proton,329.87261962890625
310,1,proton_xvelocity,-360.3291015625
310,2,mean_integrated_flux_s11_mod,47022312.0
310,3,mean_integrated_flux_s9_mod,20167706.0
310,4,proton_yvelocity,14.04163932800293
310,5,By_gsm,-1.1964257955551147
311,0,Bx_gse,2.5696921348571777
311,1,Speed_bulk_proton,404.24407958984375
311,2,Bz_gsm,-3.998342752456665
311,3,mean_integrated_flux_s19_mod,51704800.0
311,4,mean_integrated_flux_s11_mod,92077520.0
311,5,alpha_bulk_speed,369.140380859375
312,0,proton_yvelocity,3.273921251296997
312,1,Temp,48.46342849731445
312,2,mean_integrated_flux_s9_mod,12519240.0
312,3,alpha_bulk_speed,346.54266357421875
312,4,Bz_gse,2.5479302406311035
312,5,mean_integrated_flux_mod,25855394.0
313,0,Speed_bulk_proton,326.071044921875
313,1,Temp,43.918087005615234
313,2,mean_integrated_flux_s18_mod,44646536.0
313,3,proton_yvelocity,2.2268667221069336
313,4,alpha_bulk_speed,331.8561096191406
313,5,mean_integrated_flux_s9_mod,12883716.0
314,0,alpha_bulk_speed,536.4273681640625
314,1,Temp,80.85841369628906
314,2,Bz_gse,-1.8722140789031982
314,3,By_gsm,3.140388011932373
314,4,alpha_density,0.06547410786151886
314,5,mean_integrated_flux_s18_mod,56004416.0
315,0,By_gse,-6.195230484008789
315,1,mean_integrated_flux_s11_mod,118547584.0
315,2,mean_integrated_flux_s11_mod,47022312.0
315,3,Bx_gsm,3.9680185317993164
315,4,alpha_density,0.10518652200698853
315,5,By_gse,-1.7058990001678467
316,0,Bx_gse,2.0930123329162598
316,1,Density,1.6601907014846802
316,2,mean_integrated_flux_s9_mod,40927620.0
316,3,alpha_bulk_speed,403.62744140625
316,4,By_gsm,0.07654854655265808
316,5,Bz_gse,-3.927539348602295
317,0,By_gse,-6.116243362426758
317,1,mean_integrated_flux_s9_mod,51369484.0
317,2,mean_integrated_flux_s16_mod,38532716.0
317,3,Bz_gsm,-5.277235984802246
317,4,alpha_density,0.03983311727643013
317,5,Bx_gse,-0.014628026634454727
318,0,Bx_gse,1.5241451263427734
318,1,mean_integrated_flux_s15_mod,6361332.5
318,2,proton_xvelocity,-400.42364501953125
318,3,alpha_thermal,73.58277893066406
318,4,mean_integrated_flux_s9_mod,28048692.0
318,5,alpha_bulk_speed,392.2720031738281
319,0,By_gse,-6.391762733459473
319,1,Bz_gsm,-6.136483192443848
319,2,Bx_gse,-0.22811226546764374
319,3,Bz_gse,2.259669780731201
319,4,Speed_bulk_proton,385.20037841796875
319,5,proton_zvelocity,6.0126800537109375
320,0,proton_zvelocity,49.63959503173828
320,1,proton_xvelocity,-531.2929077148438
320,2,Bx_gsm,2.8142929077148438
320,3,Density,1.7716782093048096
320,4,mean_integrated_flux_s9_mod,26784588.0
320,5,alpha_density,0.03920287266373634
321,0,By_gse,-5.17458438873291
321,1,mean_integrated_flux_s11_mod,119611520.0
321,2,By_gsm,-5.534019947052002
321,3,proton_yvelocity,15.879157066345215
321,4,proton_yvelocity,0.8664165735244751
321,5,alpha_density,0.10031144320964813
322,0,By_gsm,-5.943874359130859
322,1,By_gse,-5.663084983825684
322,2,Bz_gsm,-6.136483192443848
322,3,mean_integrated_flux_s19_mod,52245344.0
322,4,alpha_bulk_speed,351.38275146484375
322,5,mean_integrated_flux_s16_mod,19467356.0
323,0,mean_integrated_flux_s9_mod,3279858.0
323,1,Bx_gse,-4.562165260314941
323,2,Speed_bulk_proton,363.9822692871094
323,3,alpha_bulk_speed,392.695556640625
323,4,Temp,45.634132385253906
323,5,mean_integrated_flux_s10_mod,120401216.0
324,0,proton_zvelocity,49.63959503173828
324,1,alpha_density,0.024978211149573326
324,2,Bx_gse,0.5928144454956055
324,3,Bz_gse,-3.927539348602295
324,4,By_gsm,-1.0488171577453613
324,5,alpha_bulk_speed,387.550048828125
325,0,mean_integrated_flux_s10_mod,19749780.0
325,1,Bx_gse,1.3993818759918213
325,2,mean_integrated_flux_mod,18918920.0
325,3,alpha_bulk_speed,394.89678955078125
325,4,Temp,59.32904052734375
325,5,alpha_bulk_speed,407.4805908203125
326,0,mean_integrated_flux_s9_mod,2455474.0
326,1,proton_yvelocity,9.058096885681152
326,2,alpha_density,0.05690383166074753
326,3,Bx_gse,2.0930123329162598
326,4,mean_integrated_flux_s17_mod,31760216.0
326,5,alpha_bulk_speed,394.89678955078125
327,0,Bx_gsm,2.2327756881713867
327,1,alpha_bulk_speed,353.041748046875
327,2,mean_integrated_flux_s16_mod,21376710.0
327,3,mean_integrated_flux_s19_mod,28413560.0
327,4,Speed_bulk_proton,370.1107482910156
327,5,mean_integrated_flux_s9_mod,33974920.0
328,0,By_gse,-5.7371625900268555
328,1,mean_integrated_flux_s17_mod,43758080.0
328,2,Bz_gsm,-6.383531093597412
328,3,alpha_density,0.07677483558654785
328,4,Density,3.5177197456359863
328,5,By_gsm,2.6889538764953613
329,0,proton_yvelocity,5.498421669006348
329,1,mean_integrated_flux_s9_mod,12519240.0
329,2,Speed_bulk_proton,348.5804443359375
329,3,Temp,48.281768798828125
329,4,mean_integrated_flux_s16_mod,18819910.0
329,5,mean_integrated_flux_s19_mod,37004960.0
330,0,mean_integrated_flux_s9_mod,4789882.0
330,1,mean_integrated_flux_s10_mod,73277296.0
330,2,Bx_gse,-4.796055793762207
330,3,Speed_bulk_proton,403.269287109375
330,4,proton_zvelocity,6.60426664352417
330,5,Bx_gsm,0.9810526371002197
331,0,Bz_gsm,-6.136483192443848
331,1,alpha_density,0.05053094029426575
331,2,Bx_gse,0.24554888904094696
331,3,mean_integrated_flux_s9_mod,27795276.0
331,4,proton_yvelocity,0.20657044649124146
331,5,alpha_bulk_speed,338.4563293457031
332,0,alpha_density,0.10113607347011566
332,1,mean_integrated_flux_s15_mod,7213047.0
332,2,By_gse,-1.9591339826583862
332,3,Bx_gse,3.091336250305176
332,4,alpha_bulk_speed,391.8269348144531
332,5,mean_integrated_flux_s9_mod,21982344.0
333,0,By_gse,-5.30582332611084
333,1,By_gsm,-5.182333946228027
333,2,alpha_density,0.2154514491558075
333,3,mean_integrated_flux_s9_mod,3279858.0
333,4,proton_yvelocity,9.288492202758789
333,5,alpha_bulk_speed,398.7593688964844
334,0,By_gse,-5.587822914123535
334,1,By_gsm,-5.452837944030762
334,2,mean_integrated_flux_s9_mod,48845000.0
334,3,proton_yvelocity,1.475179672241211
334,4,alpha_thermal,45.37957000732422
334,5,Bx_gse,3.582700729370117
335,0,proton_zvelocity,45.765708923339844
335,1,alpha_density,0.03286679834127426
335,2,alpha_bulk_speed,411.673583984375
335,3,By_gse,4.4358906745910645
335,4,alpha_bulk_speed,395.82733154296875
335,5,Bx_gsm,-1.8020397424697876
336,0,alpha_bulk_speed,524.384521484375
336,1,Temp,78.5223159790039
336,2,By_gsm,-4.397193908691406
336,3,alpha_density,0.09119031578302383
336,4,By_gse,-2.4684841632843018
336,5,mean_integrated_flux_s11_mod,102785552.0
337,0,mean_integrated_flux_s11_mod,5277371.0
337,1,By_gse,-5.7371625900268555
337,2,Speed_bulk_proton,348.5804443359375
337,3,proton_yvelocity,3.844388008117676
337,4,By_gsm,2.4130752086639404
337,5,alpha_density,0.20589804649353027
338,0,mean_integrated_flux_s17_mod,36751864.0
338,1,Bx_gsm,4.420250415802002
338,2,mean_integrated_flux_s9_mod,29569740.0
