Tree,DepthIndex,Feature,Threshold
516,2,By_gse,8.116945266723633
516,3,Temp,44.87083435058594
516,4,mean_integrated_flux_s16_mod,19702300.0
516,5,proton_xvelocity,-356.13970947265625
517,0,By_gsm,8.272113800048828
517,1,proton_xvelocity,-368.84149169921875
517,2,alpha_thermal,37.588069915771484
517,3,mean_integrated_flux_s11_mod,89608064.0
517,4,Bx_gse,3.207592725753784
517,5,Temp,44.68159484863281
518,0,By_gsm,8.704458236694336
518,1,Speed_bulk_proton,368.1624755859375
518,2,mean_integrated_flux_s11_mod,61127320.0
518,3,mean_integrated_flux_s9_mod,20931642.0
518,4,proton_yvelocity,13.28510856628418
518,5,alpha_bulk_speed,372.4432373046875
519,0,By_gse,-5.052611351013184
519,1,mean_integrated_flux_s15_mod,10647458.0
519,2,Bz_gsm,7.257157325744629
519,3,proton_xvelocity,-366.12103271484375
519,4,mean_integrated_flux_s11_mod,87935840.0
519,5,Temp,49.520774841308594
520,0,proton_yvelocity,0.5378170013427734
520,1,mean_integrated_flux_s11_mod,52492432.0
520,2,mean_integrated_flux_s9_mod,12167052.0
520,3,Bz_gse,3.4836196899414062
520,4,proton_zvelocity,-25.959379196166992
520,5,By_gsm,-1.4863746166229248
521,0,proton_zvelocity,45.765708923339844
521,1,mean_integrated_flux_s17_mod,53941760.0
521,2,alpha_density,0.08526881039142609
521,3,Bz_gsm,-5.427163124084473
521,4,By_gse,-4.601355075836182
521,5,Bx_gsm,2.0930123329162598
522,0,mean_integrated_flux_s18_mod,57523612.0
522,1,alpha_density,0.09260742366313934
522,2,By_gse,3.3805785179138184
522,3,proton_yvelocity,0.7009353637695312
522,4,mean_integrated_flux_s11_mod,59271732.0
522,5,Bx_gsm,3.3243837356567383
523,0,alpha_thermal,32.711952209472656
523,1,proton_xvelocity,-358.9875183105469
523,2,By_gse,8.116945266723633
523,3,mean_integrated_flux_s11_mod,67595704.0
523,4,mean_integrated_flux_mod,26390098.0
523,5,alpha_bulk_speed,354.7667236328125
524,0,By_gse,-6.283583164215088
524,1,Density,6.610908508300781
524,2,Bx_gsm,-1.5369223356246948
524,3,proton_xvelocity,-379.9578857421875
524,4,Temp,52.68743133544922
524,5,Speed_bulk_proton,350.9493713378906
525,0,proton_xvelocity,-521.4697265625
525,1,By_gsm,-5.610078811645508
525,2,Bz_gse,-0.7899467945098877
525,3,alpha_bulk_speed,388.38702392578125
525,4,alpha_density,0.11048298329114914
525,5,Bx_gsm,1.2773786783218384
526,0,By_gsm,8.704458236694336
526,1,proton_xvelocity,-359.66436767578125
526,2,mean_integrated_flux_s11_mod,53712884.0
526,3,Density,4.240444183349609
526,4,proton_yvelocity,-1.4661105871200562
526,5,Temp,46.9886360168457
527,0,alpha_density,0.09407314658164978
527,1,mean_integrated_flux_mod,22373190.0
527,2,proton_yvelocity,16.013992309570312
527,3,Temp,56.431297302246094
527,4,Bx_gse,2.6210179328918457
527,5,Bz_gsm,-4.14384126663208
528,0,Density,11.103139877319336
528,1,Speed_bulk_proton,365.3832092285156
528,2,Temp,49.6960334777832
528,3,mean_integrated_flux_s9_mod,73321368.0
528,4,mean_integrated_flux_s11_mod,72274576.0
528,5,alpha_density,0.13714569807052612
529,0,proton_yvelocity,2.530148506164551
529,1,proton_xvelocity,-344.23089599609375
529,2,Temp,47.914188385009766
529,3,mean_integrated_flux_s16_mod,8341305.0
529,4,Bz_gsm,6.078516960144043
529,5,Bx_gsm,2.2327756881713867
530,0,Bx_gse,3.035618782043457
530,1,mean_integrated_flux_s17_mod,31760216.0
530,2,mean_integrated_flux_s11_mod,87935840.0
530,3,alpha_thermal,66.90936279296875
530,4,mean_integrated_flux_s9_mod,34523608.0
530,5,mean_integrated_flux_s15_mod,5643744.0
531,0,mean_integrated_flux_s18_mod,56742608.0
531,1,alpha_bulk_speed,347.9215087890625
531,2,alpha_thermal,39.72404479980469
531,3,mean_integrated_flux_s16_mod,22171184.0
531,4,By_gse,8.116945266723633
531,5,Bx_gse,1.0706546306610107
532,0,Bz_gsm,-6.136483192443848
532,1,mean_integrated_flux_s19_mod,49600900.0
532,2,mean_integrated_flux_s9_mod,26297696.0
532,3,Bz_gsm,7.109663963317871
532,4,alpha_bulk_speed,352.26385498046875
532,5,Bx_gsm,2.048271656036377
533,0,alpha_density,0.10869543999433517
533,1,By_gse,-1.7878565788269043
533,2,mean_integrated_flux_s11_mod,103724128.0
533,3,Temp,54.237831115722656
533,4,By_gsm,-1.980492353439331
533,5,proton_xvelocity,-378.21307373046875
534,0,By_gsm,-4.799154758453369
534,1,Temp,61.687904357910156
534,2,alpha_thermal,46.496055603027344
534,3,Bx_gse,2.5696921348571777
534,4,alpha_density,0.1302584707736969
534,5,proton_xvelocity,-388.7315368652344
535,0,proton_yvelocity,4.135102272033691
535,1,Speed_bulk_proton,346.04840087890625
535,2,Temp,45.634132385253906
535,3,mean_integrated_flux_s9_mod,12519240.0
535,4,mean_integrated_flux_s16_mod,20167980.0
535,5,mean_integrated_flux_s19_mod,34780516.0
536,0,proton_yvelocity,3.844388008117676
536,1,Speed_bulk_proton,347.71026611328125
536,2,mean_integrated_flux_s9_mod,12883716.0
536,3,Bz_gsm,4.583224296569824
536,4,mean_integrated_flux_s9_mod,42496768.0
536,5,proton_xvelocity,-398.13079833984375
537,0,Temp,47.54573059082031
537,1,proton_yvelocity,4.565064907073975
537,2,proton_xvelocity,-348.58209228515625
537,3,By_gse,8.116945266723633
537,4,mean_integrated_flux_s16_mod,19467356.0
537,5,mean_integrated_flux_s17_mod,56432828.0
538,0,alpha_bulk_speed,524.384521484375
538,1,mean_integrated_flux_s19_mod,91240336.0
538,2,alpha_density,0.08585753291845322
538,3,By_gsm,-3.026381015777588
538,4,By_gse,-3.634565830230713
538,5,mean_integrated_flux_s9_mod,32943122.0
539,0,proton_yvelocity,3.705376148223877
539,1,mean_integrated_flux_s11_mod,59879612.0
539,2,Bz_gsm,6.9614057540893555
539,3,Bx_gsm,0.5073236227035522
539,4,Temp,73.83781433105469
539,5,Bz_gse,1.6660808324813843
540,0,mean_integrated_flux_mod,7934415.0
540,1,alpha_density,0.08466218411922455
540,2,By_gsm,4.092800140380859
540,3,Bx_gse,2.8699228763580322
540,4,alpha_thermal,66.15959167480469
540,5,Bz_gsm,-4.621090412139893
541,0,By_gse,-5.514308452606201
541,1,By_gsm,-5.382079124450684
541,2,mean_integrated_flux_s9_mod,52672064.0
541,3,mean_integrated_flux_s11_mod,61127320.0
541,4,mean_integrated_flux_s9_mod,24279416.0
541,5,alpha_bulk_speed,379.51123046875
542,0,mean_integrated_flux_s10_mod,628968832.0
542,1,alpha_density,0.11048298329114914
542,2,mean_integrated_flux_mod,22373190.0
542,3,alpha_thermal,83.0150146484375
542,4,Temp,76.52894592285156
542,5,proton_xvelocity,-397.17578125
543,0,proton_zvelocity,-77.84761047363281
543,1,mean_integrated_flux_mod,13995660.0
543,2,Bz_gse,2.4895858764648438
543,3,mean_integrated_flux_s16_mod,13653606.0
543,4,proton_xvelocity,-387.88800048828125
543,5,mean_integrated_flux_s9_mod,30089180.0
544,0,mean_integrated_flux_s17_mod,46400952.0
544,1,alpha_bulk_speed,393.5606689453125
544,2,alpha_density,0.05053094029426575
544,3,Bx_gsm,1.6110494136810303
544,4,proton_yvelocity,10.968090057373047
544,5,Density,2.61329984664917
545,0,mean_integrated_flux_s17_mod,46400952.0
545,1,Bx_gsm,5.0343523025512695
545,2,proton_yvelocity,25.22135353088379
545,3,proton_yvelocity,42.26007843017578
545,4,mean_integrated_flux_s18_mod,62992824.0
545,5,By_gsm,-3.8922224044799805
546,0,alpha_density,0.020279746502637863
546,1,By_gsm,3.933426856994629
546,2,Temp,48.650569915771484
546,3,alpha_density,0.05909465253353119
546,4,alpha_bulk_speed,524.384521484375
546,5,mean_integrated_flux_s18_mod,100258448.0
547,0,By_gse,-6.283583164215088
547,1,mean_integrated_flux_s18_mod,50388140.0
547,2,Bz_gse,-1.0684640407562256
547,3,alpha_density,0.10113607347011566
547,4,By_gse,-0.057421911507844925
547,5,alpha_bulk_speed,392.695556640625
548,0,alpha_density,0.023870810866355896
548,1,mean_integrated_flux_s16_mod,10476243.0
548,2,mean_integrated_flux_s9_mod,18006248.0
548,3,Density,2.058809995651245
548,4,proton_zvelocity,6.911341667175293
548,5,Speed_bulk_proton,458.3638916015625
549,0,mean_integrated_flux_s19_mod,5053196.0
549,1,mean_integrated_flux_mod,9171940.0
549,2,alpha_density,0.10869543999433517
549,3,By_gsm,3.711355686187744
549,4,alpha_bulk_speed,354.7667236328125
549,5,proton_yvelocity,0.20657044649124146
550,0,By_gse,-6.492607116699219
550,1,mean_integrated_flux_s19_mod,25752556.0
550,2,Bz_gsm,-0.46029990911483765
550,3,proton_xvelocity,-344.23089599609375
550,4,By_gsm,-0.06641170382499695
550,5,Temp,49.6960334777832
551,0,proton_zvelocity,-77.84761047363281
551,1,mean_integrated_flux_s17_mod,134845136.0
551,2,Bx_gse,-0.8508453369140625
551,3,Temp,55.621700286865234
551,4,mean_integrated_flux_s9_mod,15406812.0
551,5,Bz_gsm,-5.505341053009033
552,0,mean_integrated_flux_mod,11962642.0
552,1,proton_xvelocity,-341.18536376953125
552,2,By_gsm,-0.1488303542137146
552,3,Temp,44.495513916015625
552,4,proton_yvelocity,14.820377349853516
552,5,Bx_gse,2.048271656036377
553,0,proton_zvelocity,-77.84761047363281
553,1,mean_integrated_flux_mod,14270465.0
553,2,alpha_density,0.1240224540233612
553,3,By_gse,-7.08966064453125
553,4,Bx_gse,-1.4606809616088867
553,5,Temp,63.926902770996094
554,0,proton_xvelocity,-521.4697265625
554,1,mean_integrated_flux_s18_mod,41320752.0
554,2,By_gsm,-3.186640739440918
554,3,proton_xvelocity,-389.122314453125
554,4,alpha_density,0.05290853977203369
554,5,proton_yvelocity,11.350719451904297
555,0,Bz_gse,2.789722442626953
555,1,alpha_density,0.10279913246631622
555,2,proton_yvelocity,-1.8143556118011475
555,3,mean_integrated_flux_s19_mod,24744984.0
555,4,alpha_density,0.1469823718070984
555,5,proton_yvelocity,16.30007553100586
556,0,By_gsm,-4.741477966308594
556,1,mean_integrated_flux_s11_mod,120709760.0
556,2,Temp,60.24031066894531
556,3,Bx_gsm,3.582700729370117
556,4,Density,4.795772552490234
556,5,alpha_density,0.13132606446743011
557,0,mean_integrated_flux_mod,11509611.0
557,1,alpha_density,0.1069493442773819
557,2,By_gsm,3.552499532699585
557,3,alpha_bulk_speed,350.639892578125
557,4,proton_yvelocity,-1.6391665935516357
557,5,Bz_gse,1.4057660102844238
558,0,alpha_bulk_speed,409.7994384765625
558,1,alpha_density,0.0320809967815876
558,2,By_gsm,3.711355686187744
558,3,Temp,51.44151306152344
558,4,alpha_density,0.010172819718718529
558,5,mean_integrated_flux_s17_mod,30924868.0
559,0,proton_yvelocity,1.9270594120025635
559,1,mean_integrated_flux_s11_mod,54964232.0
559,2,mean_integrated_flux_s10_mod,54348096.0
559,3,Bz_gsm,-6.136483192443848
559,4,mean_integrated_flux_s19_mod,80102040.0
559,5,mean_integrated_flux_s9_mod,19099060.0
560,0,By_gse,-7.08966064453125
560,1,alpha_density,0.11234885454177856
560,2,By_gse,-2.7679033279418945
560,3,mean_integrated_flux_s11_mod,54964232.0
560,4,mean_integrated_flux_s18_mod,92655040.0
560,5,Speed_bulk_proton,396.64385986328125
561,0,Bx_gse,3.091336250305176
561,1,alpha_density,0.09480181336402893
561,2,mean_integrated_flux_s15_mod,7160596.5
561,3,By_gse,-2.9120445251464844
561,4,mean_integrated_flux_s9_mod,16598638.0
561,5,proton_yvelocity,3.5608277320861816
562,0,alpha_density,0.09119031578302383
562,1,By_gsm,3.140388011932373
562,2,alpha_density,0.2257089465856552
562,3,proton_yvelocity,1.1743862628936768
562,4,mean_integrated_flux_s16_mod,63068984.0
562,5,proton_xvelocity,-376.92010498046875
563,0,Speed_bulk_proton,521.4697265625
563,1,Temp,78.5223159790039
563,2,Bx_gsm,2.715883731842041
563,3,mean_integrated_flux_s9_mod,56902604.0
563,4,Density,1.8400602340698242
563,5,By_gsm,-0.6874653100967407
564,0,Bz_gsm,-6.2155609130859375
564,1,proton_zvelocity,26.12816619873047
564,2,alpha_thermal,69.75662231445312
564,3,mean_integrated_flux_s9_mod,17452274.0
564,4,proton_xvelocity,-378.21307373046875
564,5,Bz_gsm,6.186968803405762
565,0,proton_yvelocity,-0.6136882305145264
565,1,mean_integrated_flux_s11_mod,56855492.0
565,2,mean_integrated_flux_s9_mod,25040818.0
565,3,By_gsm,-0.47155290842056274
565,4,By_gsm,-4.851752281188965
565,5,proton_xvelocity,-378.21307373046875
566,0,mean_integrated_flux_s10_mod,615767808.0
566,1,Speed_bulk_proton,368.84063720703125
566,2,mean_integrated_flux_s11_mod,87136792.0
566,3,proton_yvelocity,15.879157066345215
566,4,By_gse,-3.5653648376464844
566,5,proton_zvelocity,22.616600036621094
567,0,By_gse,-5.370631217956543
567,1,By_gsm,-0.47155290842056274
567,2,proton_yvelocity,3.273921251296997
567,3,Bx_gse,1.0274077653884888
567,4,mean_integrated_flux_s17_mod,31760216.0
567,5,alpha_bulk_speed,378.0936279296875
568,0,alpha_bulk_speed,536.4273681640625
568,1,mean_integrated_flux_s15_mod,7592629.5
568,2,By_gse,-2.7679033279418945
568,3,alpha_density,0.08838604390621185
568,4,Bz_gsm,-5.505341053009033
568,5,Speed_bulk_proton,396.64385986328125
569,0,alpha_density,0.021504700183868408
569,1,By_gsm,4.6027045249938965
569,2,mean_integrated_flux_s19_mod,61776912.0
569,3,Bx_gse,-3.482142925262451
569,4,proton_xvelocity,-436.38519287109375
569,5,Bz_gsm,-8.256982803344727
570,0,Speed_bulk_proton,521.4697265625
570,1,alpha_density,0.05632010102272034
570,2,By_gsm,4.195294380187988
570,3,Temp,50.03795623779297
570,4,alpha_bulk_speed,353.91461181640625
570,5,Bx_gse,0.5511293411254883
571,0,proton_yvelocity,1.7760330438613892
571,1,Temp,47.914188385009766
571,2,alpha_bulk_speed,330.6365051269531
571,3,mean_integrated_flux_s19_mod,27071132.0
571,4,By_gsm,0.006070385687053204
571,5,Bz_gsm,-0.22643651068210602
572,0,proton_yvelocity,-0.29034146666526794
572,1,mean_integrated_flux_s11_mod,55579568.0
572,2,Density,3.6861464977264404
572,3,proton_zvelocity,7.553915023803711
572,4,mean_integrated_flux_s9_mod,20678484.0
572,5,Bz_gse,3.4836196899414062
573,0,Speed_bulk_proton,521.4697265625
573,1,mean_integrated_flux_s17_mod,46400952.0
573,2,alpha_density,0.10779902338981628
573,3,alpha_density,0.01756267622113228
573,4,By_gsm,4.195294380187988
573,5,Bx_gse,-3.622457981109619
574,0,Speed_bulk_proton,521.4697265625
574,1,Temp,77.17143249511719
574,2,alpha_density,0.09875427186489105
574,3,mean_integrated_flux_mod,24648380.0
574,4,By_gse,-2.2982711791992188
574,5,mean_integrated_flux_s11_mod,93859464.0
575,0,Bz_gsm,-6.775360107421875
575,1,alpha_bulk_speed,353.91461181640625
575,2,mean_integrated_flux_s17_mod,67124264.0
575,3,mean_integrated_flux_s9_mod,21725104.0
575,4,proton_yvelocity,13.915006637573242
575,5,Bz_gsm,6.662137031555176
576,0,Temp,47.54573059082031
576,1,proton_yvelocity,0.5378170013427734
576,2,alpha_bulk_speed,329.421875
576,3,mean_integrated_flux_s16_mod,8498304.0
576,4,Bx_gse,5.151869773864746
576,5,mean_integrated_flux_s18_mod,75381040.0
577,0,Bz_gsm,-6.567401885986328
577,1,Bz_gse,-2.3295159339904785
577,2,mean_integrated_flux_s17_mod,67930464.0
577,3,alpha_bulk_speed,353.91461181640625
577,4,alpha_density,0.083381287753582
577,5,proton_zvelocity,8.529068946838379
578,0,alpha_density,0.09875427186489105
578,1,Bz_gse,2.607006072998047
578,2,proton_zvelocity,28.041889190673828
578,3,Temp,56.227943420410156
578,4,Speed_bulk_proton,370.1107482910156
578,5,mean_integrated_flux_s9_mod,15114311.0
579,0,Density,11.375082015991211
579,1,proton_xvelocity,-363.2369384765625
579,2,Temp,47.54573059082031
579,3,By_gse,3.744307041168213
579,4,alpha_density,0.21239350736141205
579,5,mean_integrated_flux_s10_mod,178005040.0
580,0,mean_integrated_flux_mod,6835219.5
580,1,Bx_gse,4.147789001464844
580,2,Speed_bulk_proton,367.51141357421875
580,3,Speed_bulk_proton,404.24407958984375
580,4,mean_integrated_flux_s16_mod,8039181.0
580,5,proton_yvelocity,3.273921251296997
581,0,By_gse,-5.663084983825684
581,1,By_gsm,-5.77651309967041
581,2,mean_integrated_flux_s11_mod,122836248.0
581,3,Speed_bulk_proton,369.4625244140625
581,4,Temp,52.15985107421875
581,5,Bz_gsm,1.7560431957244873
582,0,By_gsm,-5.692619323730469
582,1,mean_integrated_flux_s11_mod,108462224.0
582,2,Temp,53.69354248046875
582,3,mean_integrated_flux_s11_mod,57431544.0
582,4,alpha_density,0.10031144320964813
582,5,Bz_gsm,3.1716694831848145
583,0,mean_integrated_flux_s18_mod,66113392.0
583,1,Bx_gsm,3.035618782043457
583,2,Speed_bulk_proton,366.1201477050781
583,3,alpha_density,0.05516470968723297
583,4,mean_integrated_flux_s19_mod,30785418.0
583,5,proton_yvelocity,14.04163932800293
584,0,mean_integrated_flux_mod,12564122.0
584,1,alpha_bulk_speed,351.38275146484375
584,2,Bz_gsm,6.662137031555176
584,3,Bx_gsm,-0.3084508776664734
584,4,Speed_bulk_proton,373.8656311035156
584,5,mean_integrated_flux_s9_mod,35070784.0
585,0,Bx_gsm,-4.348787784576416
585,1,mean_integrated_flux_s9_mod,4104385.25
585,2,alpha_density,0.08585753291845322
585,3,By_gsm,4.296830177307129
585,4,mean_integrated_flux_mod,24487796.0
585,5,mean_integrated_flux_s9_mod,22495524.0
586,0,Bx_gsm,3.035618782043457
586,1,mean_integrated_flux_s17_mod,28369134.0
586,2,Speed_bulk_proton,363.9822692871094
586,3,mean_integrated_flux_s18_mod,78656208.0
586,4,Bz_gsm,-5.073660850524902
586,5,alpha_density,0.04660910740494728
587,0,mean_integrated_flux_s11_mod,50101344.0
587,1,proton_yvelocity,1.9270594120025635
587,2,proton_xvelocity,-360.3291015625
587,3,mean_integrated_flux_s9_mod,22730972.0
587,4,alpha_thermal,65.79733276367188
587,5,Bx_gsm,1.1122832298278809
588,0,alpha_thermal,38.670955657958984
588,1,Bx_gse,6.111245632171631
588,2,alpha_density,0.03442534804344177
588,3,Speed_bulk_proton,420.74627685546875
588,4,mean_integrated_flux_s17_mod,81994216.0
588,5,mean_integrated_flux_s15_mod,7651594.0
589,0,By_gse,-5.441034317016602
589,1,alpha_density,0.2257089465856552
589,2,mean_integrated_flux_s15_mod,11227420.0
589,3,proton_xvelocity,-366.12103271484375
589,4,By_gse,6.149570465087891
589,5,Density,5.501381874084473
590,0,Speed_bulk_proton,521.4697265625
590,1,mean_integrated_flux_s19_mod,79087640.0
590,2,alpha_bulk_speed,348.5775146484375
590,3,Bz_gse,1.3027845621109009
590,4,Temp,43.71977233886719
590,5,alpha_density,0.24973319470882416
591,0,Bx_gse,2.5696921348571777
591,1,mean_integrated_flux_s9_mod,35070784.0
591,2,mean_integrated_flux_s15_mod,6704343.5
591,3,proton_yvelocity,-0.6136882305145264
591,4,mean_integrated_flux_s11_mod,36142136.0
591,5,mean_integrated_flux_s19_mod,38147872.0
592,0,Bx_gsm,2.975757122039795
592,1,alpha_bulk_speed,401.96978759765625
592,2,alpha_bulk_speed,391.38861083984375
592,3,alpha_density,0.08907902985811234
592,4,Bz_gsm,5.486551284790039
592,5,proton_zvelocity,10.262994766235352
593,0,proton_xvelocity,-364.7006530761719
593,1,By_gse,8.116945266723633
593,2,Temp,44.11731719970703
593,3,mean_integrated_flux_s11_mod,75112520.0
593,4,mean_integrated_flux_s9_mod,23252954.0
593,5,proton_yvelocity,13.786365509033203
594,0,alpha_density,0.0933341234922409
594,1,mean_integrated_flux_mod,23560206.0
594,2,Temp,49.520774841308594
594,3,By_gsm,3.6052961349487305
594,4,alpha_bulk_speed,381.84393310546875
594,5,alpha_thermal,50.003536224365234
595,0,Bx_gsm,2.6210179328918457
595,1,Bz_gsm,-4.068910121917725
595,2,mean_integrated_flux_s19_mod,47101684.0
595,3,Speed_bulk_proton,359.6622009277344
595,4,proton_yvelocity,14.820377349853516
595,5,proton_zvelocity,6.0126800537109375
596,0,alpha_thermal,40.00016784667969
596,1,Bx_gse,6.320883274078369
596,2,alpha_density,0.11807318776845932
596,3,proton_yvelocity,1.3211838006973267
596,4,proton_xvelocity,-345.2076721191406
596,5,proton_yvelocity,10.610390663146973
597,0,By_gse,-5.663084983825684
597,1,alpha_thermal,42.003639221191406
597,2,Temp,60.47056579589844
597,3,Bz_gse,5.047172546386719
597,4,Bz_gsm,5.311734676361084
597,5,Speed_bulk_proton,371.7872314453125
598,0,By_gsm,-5.009162902832031
598,1,By_gsm,-1.0488171577453613
598,2,proton_yvelocity,0.3803948163986206
598,3,By_gsm,-3.4146173000335693
598,4,Bz_gsm,-6.775360107421875
598,5,Bx_gsm,2.1861586570739746
599,0,By_gsm,8.095230102539062
599,1,proton_xvelocity,-365.3839111328125
599,2,Temp,44.87083435058594
599,3,mean_integrated_flux_s11_mod,92077520.0
599,4,Density,4.8462066650390625
599,5,Bx_gse,-0.893517017364502
600,0,mean_integrated_flux_s18_mod,55195636.0
600,1,alpha_bulk_speed,353.91461181640625
600,2,mean_integrated_flux_s16_mod,19927992.0
600,3,alpha_thermal,33.60575866699219
600,4,By_gse,8.45232105255127
600,5,Bx_gsm,4.920500755310059
601,0,mean_integrated_flux_s10_mod,603518272.0
601,1,alpha_density,0.09480181336402893
601,2,mean_integrated_flux_mod,22809636.0
601,3,alpha_bulk_speed,353.041748046875
601,4,By_gse,-2.9120445251464844
601,5,Bx_gse,3.6547350883483887
602,0,mean_integrated_flux_s11_mod,12101684.0
602,1,alpha_bulk_speed,353.041748046875
602,2,mean_integrated_flux_s16_mod,21637196.0
602,3,mean_integrated_flux_s19_mod,42365028.0
602,4,Bz_gsm,0.045088447630405426
602,5,By_gse,2.13510799407959
603,0,alpha_density,0.0320809967815876
603,1,alpha_density,0.05173640698194504
603,2,By_gsm,4.092800140380859
603,3,Temp,49.34557342529297
603,4,mean_integrated_flux_s16_mod,56053836.0
603,5,mean_integrated_flux_s9_mod,21458124.0
604,0,Bx_gsm,3.5134496688842773
604,1,Speed_bulk_proton,369.4625244140625
604,2,alpha_bulk_speed,372.937744140625
604,3,Bz_gsm,6.30793571472168
604,4,mean_integrated_flux_s18_mod,142177488.0
604,5,mean_integrated_flux_s16_mod,18605474.0
605,0,proton_yvelocity,3.844388008117676
605,1,proton_xvelocity,-346.8723449707031
605,2,alpha_thermal,41.51786804199219
605,3,mean_integrated_flux_s17_mod,57320324.0
605,4,Bz_gsm,6.9614057540893555
605,5,Density,3.5177197456359863
606,0,proton_xvelocity,-531.2929077148438
606,1,alpha_density,0.05573466792702675
606,2,By_gsm,3.711355686187744
606,3,Temp,48.650569915771484
606,4,Bx_gse,-2.9239695072174072
606,5,mean_integrated_flux_s15_mod,15614226.0
607,0,proton_xvelocity,-531.2929077148438
607,1,Temp,79.28660583496094
607,2,alpha_density,0.07467392086982727
607,3,By_gse,-0.057421911507844925
607,4,Bz_gse,3.030177593231201
607,5,mean_integrated_flux_s15_mod,15794722.0
608,0,Density,12.286079406738281
608,1,Speed_bulk_proton,361.02130126953125
608,2,Temp,46.9886360168457
608,3,mean_integrated_flux_s11_mod,51280480.0
608,4,mean_integrated_flux_s9_mod,19384072.0
608,5,By_gsm,-1.3332600593566895
609,0,mean_integrated_flux_s18_mod,52837268.0
609,1,Bx_gse,4.327114105224609
609,2,Speed_bulk_proton,368.84063720703125
609,3,alpha_bulk_speed,372.937744140625
609,4,By_gsm,-0.6157262325286865
609,5,By_gsm,-4.513187408447266
610,0,By_gse,-5.370631217956543
610,1,mean_integrated_flux_s18_mod,50388140.0
610,2,mean_integrated_flux_s11_mod,102785552.0
610,3,Bz_gse,-0.7302754521369934
610,4,mean_integrated_flux_s11_mod,34198300.0
610,5,Speed_bulk_proton,376.91949462890625
611,0,Bz_gsm,-6.2155609130859375
611,1,By_gse,-4.425642013549805
611,2,By_gsm,-5.943874359130859
611,3,mean_integrated_flux_s11_mod,81605888.0
611,4,alpha_density,0.09641043841838837
611,5,mean_integrated_flux_s18_mod,130026112.0
612,0,By_gse,-5.587822914123535
612,1,mean_integrated_flux_s16_mod,41572216.0
612,2,Bz_gsm,6.9614057540893555
612,3,Bx_gse,3.446981906890869
612,4,alpha_bulk_speed,377.1595458984375
612,5,mean_integrated_flux_s19_mod,30158796.0
613,0,mean_integrated_flux_mod,8489596.0
613,1,Density,3.3361127376556396
613,2,mean_integrated_flux_s9_mod,26040480.0
613,3,mean_integrated_flux_s11_mod,61127320.0
613,4,Speed_bulk_proton,372.82586669921875
613,5,Bx_gse,3.9680185317993164
614,0,Bz_gse,-1.8172322511672974
614,1,Bz_gsm,-2.3564629554748535
614,2,Bx_gse,1.0706546306610107
614,3,Speed_bulk_proton,387.4562683105469
614,4,mean_integrated_flux_s15_mod,6168603.0
614,5,mean_integrated_flux_s19_mod,40606456.0
615,0,By_gse,-4.425642013549805
615,1,By_gsm,-3.8922224044799805
615,2,proton_yvelocity,12.919380187988281
615,3,proton_xvelocity,-370.11163330078125
615,4,mean_integrated_flux_s10_mod,115964816.0
615,5,Temp,46.22099304199219
616,0,mean_integrated_flux_s19_mod,10709808.0
616,1,Bz_gse,-3.052792549133301
616,2,alpha_density,0.05231838673353195
616,3,By_gsm,3.6052961349487305
616,4,Speed_bulk_proton,513.8327026367188
616,5,proton_zvelocity,27.44355010986328
617,0,proton_yvelocity,1.7760330438613892
617,1,mean_integrated_flux_s11_mod,54326020.0
617,2,Bz_gsm,6.9614057540893555
617,3,Speed_bulk_proton,375.25201416015625
617,4,alpha_density,0.0933341234922409
617,5,By_gse,1.2474830150604248
618,0,proton_yvelocity,3.705376148223877
618,1,mean_integrated_flux_s11_mod,53712884.0
618,2,Bz_gsm,6.803073883056641
618,3,Temp,73.83781433105469
618,4,Bx_gsm,0.2024478018283844
618,5,Density,2.4645252227783203
619,0,mean_integrated_flux_s17_mod,44716760.0
619,1,alpha_density,0.11234885454177856
619,2,By_gsm,4.243508338928223
619,3,By_gse,-7.236949920654297
619,4,alpha_density,0.00809935200959444
619,5,mean_integrated_flux_s18_mod,86812288.0
620,0,alpha_bulk_speed,393.1304016113281
620,1,proton_xvelocity,-392.541015625
620,2,Bz_gsm,6.530271530151367
620,3,proton_zvelocity,15.011934280395508
620,4,Bz_gse,3.8333239555358887
620,5,Bx_gsm,2.0930123329162598
621,0,proton_xvelocity,-513.84521484375
621,1,alpha_density,0.05748600885272026
621,2,By_gsm,3.711355686187744
621,3,By_gse,6.391925811767578
621,4,alpha_density,0.012028409168124199
621,5,mean_integrated_flux_s18_mod,73756904.0
622,0,Temp,47.73602294921875
622,1,proton_yvelocity,0.3803948163986206
622,2,Speed_bulk_proton,345.206787109375
622,3,mean_integrated_flux_s10_mod,54348096.0
622,4,Bz_gse,3.030177593231201
622,5,mean_integrated_flux_s19_mod,70017792.0
623,0,mean_integrated_flux_s9_mod,2455474.0
623,1,alpha_bulk_speed,351.38275146484375
623,2,Speed_bulk_proton,358.98712158203125
623,3,Bx_gsm,-1.7253985404968262
623,4,proton_yvelocity,6.550085544586182
623,5,mean_integrated_flux_s19_mod,49600900.0
624,0,Bz_gsm,-6.468520164489746
624,1,mean_integrated_flux_s17_mod,76993320.0
624,2,mean_integrated_flux_s16_mod,18605474.0
624,3,proton_zvelocity,-52.862064361572266
624,4,mean_integrated_flux_s15_mod,6802052.0
624,5,Temp,57.94139099121094
625,0,mean_integrated_flux_s11_mod,54326020.0
